Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Tomás Nido,Detroit Tigers,0,1.7,0.0,0.0,0.0,8.56,4.94,4.27
Adam Ottavino,New York Yankees,0,1.7,0.0,0.3333,0.4444,8.56,6.74,4.32
Evan Phillips,Los Angeles Dodgers,0,5.7,0.0,0.2727,0.0909,8.57,2.08,4.04
Austin Pope,Arizona Diamondbacks,0,2.0,0.0,0.1111,0.1111,8.81,3.64,4.23
José Quijada,Los Angeles Angels,0,1.3,0.0,0.375,0.25,8.75,3.14,4.23
Nick Raquet,St. Louis Cardinals,0,2.0,0.0,0.1429,0.1429,8.51,3.64,4.23
Leo Rivas,Seattle Mariners,0,1.0,0.0,0.0,0.1667,9.1,6.14,4.28
Christian Roa,Miami Marlins,0,3.0,0.0,0.25,0.25,8.51,4.14,4.24
César Salazar,Houston Astros,0,1.0,0.0,0.0,0.0,8.65,6.14,4.28
Reiver Sanmartin,Cincinnati Reds,0,1.7,0.0,0.25,0.125,8.86,2.54,4.2
Anthony Seigler,Milwaukee Brewers,0,1.0,0.0,0.0,0.0,8.8,3.14,4.23
Austin Slater,New York Yankees,0,0.7,0.0,0.0,0.0,8.85,3.14,4.24
Michael Stefanic,Toronto Blue Jays,0,1.0,0.0,0.0,0.0,8.65,3.14,4.23
Zach Thompson,Atlanta Braves,0,3.7,0.0,0.25,0.0833,8.26,2.32,4.13
Alan Trejo,Colorado Rockies,0,1.0,0.0,0.0,0.0,8.8,3.14,4.23
Jared Triolo,Pittsburgh Pirates,0,1.0,0.0,0.0,0.125,9.1,9.0,4.33
Luis Vázquez,Baltimore Orioles,0,4.3,0.0,0.0,0.0714,8.61,3.83,4.22
Weston Wilson,Philadelphia Phillies,0,3.0,0.0,0.0,0.0,8.81,3.14,4.19
Jared Young,New York Mets,0,0.3,0.0,0.0,0.3333,8.9,9.0,4.28
Justin Lawrence,Pittsburgh Pirates,0,17.7,0.51,0.3333,0.1159,7.56,2.23,3.66
Ron Marinaccio,San Diego Padres,0,10.7,0.84,0.2857,0.0952,8.14,2.01,3.85
Austin Warren,New York Mets,0,9.3,0.96,0.2647,0.1176,8.18,3.89,4.19
Aroldis Chapman,Boston Red Sox,0,61.3,1.17,0.3728,0.0658,4.11,1.73,1.73
Cody Laweryson,Minnesota Twins,0,7.7,1.17,0.2692,0.0,8.28,1.5,3.9
Bradgley Rodriguez,San Diego Padres,0,7.7,1.17,0.2903,0.0968,8.28,3.14,4.11
Andrew Saalfrank,Arizona Diamondbacks,0,29.0,1.24,0.1681,0.0885,7.4,3.31,3.79
Luinder Avila,Kansas City Royals,0,14.0,1.29,0.2857,0.1071,7.8,2.14,3.76
Cristian Mena,Arizona Diamondbacks,0,6.7,1.35,0.3077,0.1154,8.27,4.04,4.23
Dylan Smith,Detroit Tigers,0,13.0,1.38,0.0833,0.1042,7.79,4.37,4.28
Erik Miller,San Francisco Giants,0,30.0,1.5,0.1719,0.1562,8.0,3.97,4.11
Cole Winn,Texas Rangers,0,41.7,1.51,0.216,0.1049,6.14,3.9,4.01
Jayden Murray,Houston Astros,1,11.7,1.54,0.1702,0.0638,8.59,2.54,3.92
Bailey Horn,Detroit Tigers,0,11.3,1.59,0.2,0.14,8.79,4.37,4.27
Edwin Díaz,New York Mets,0,66.3,1.63,0.3798,0.0814,5.02,2.28,2.28
A.J. Minter,New York Mets,0,11.0,1.64,0.3182,0.1136,8.09,1.95,3.83
Chase Silseth,Los Angeles Angels,0,11.0,1.64,0.2653,0.1224,8.69,3.86,4.18
Abner Uribe,Milwaukee Brewers,0,75.3,1.67,0.302,0.0906,6.09,2.75,2.75
AJ Blubaugh,Houston Astros,3,32.0,1.69,0.2823,0.0887,6.66,4.42,4.34
Randy Dobnak,Minnesota Twins,0,5.3,1.69,0.0526,0.1053,8.32,6.32,4.43
Darren McCaughan,Minnesota Twins,0,5.3,1.69,0.2609,0.0435,8.77,1.5,4.01
Kade Strowd,Baltimore Orioles,0,26.3,1.71,0.2286,0.1238,7.34,3.4,3.88
Nathan Eovaldi,Texas Rangers,22,130.0,1.73,0.2601,0.0423,6.23,2.8,2.8
Andrés Muñoz,Seattle Mariners,0,62.3,1.73,0.3268,0.1102,5.2,2.43,2.43
Logan Henderson,Milwaukee Brewers,5,25.3,1.78,0.3333,0.0808,7.63,3.02,3.73
Randy Rodríguez,San Francisco Giants,0,50.7,1.78,0.3384,0.0556,6.47,2.41,2.69
Trevor McDonald,San Francisco Giants,2,15.0,1.8,0.2333,0.0333,8.55,2.54,3.82
Trevor Rogers,Baltimore Orioles,18,109.7,1.81,0.2435,0.0686,5.74,2.82,2.82
Erik Sabrowski,Cleveland Guardians,0,29.3,1.84,0.3471,0.1736,6.6,3.61,3.94
José Suarez,Atlanta Braves,1,19.3,1.86,0.1975,0.1235,8.21,3.7,4.07
Jason Adam,San Diego Padres,0,65.3,1.93,0.2593,0.0926,6.89,3.07,3.07
Matt Svanson,St. Louis Cardinals,0,60.3,1.94,0.2906,0.0855,4.92,2.72,2.72
Paul Skenes,Pittsburgh Pirates,32,187.7,1.97,0.2947,0.0573,6.52,2.36,2.36
Tyler Rogers,New York Mets,0,77.3,1.98,0.1605,0.0234,7.68,2.88,2.88
Cole Sulser,Tampa Bay Rays,0,22.7,1.99,0.2444,0.0778,8.48,2.69,3.66
Tommy Nance,Toronto Blue Jays,0,31.7,1.99,0.254,0.0556,7.91,1.87,3.0
Nic Enright,Cleveland Guardians,0,31.0,2.03,0.2362,0.0945,7.85,3.81,4.02
Josh Hader,Houston Astros,0,52.7,2.05,0.3689,0.0777,5.43,3.25,3.37
Jhoan Duran,Philadelphia Phillies,0,70.0,2.06,0.2787,0.0662,7.46,2.35,2.35
Nolan McLean,New York Mets,8,48.0,2.06,0.3032,0.0851,6.86,2.97,3.22
Riley O'Brien,St. Louis Cardinals,0,48.0,2.06,0.2261,0.1106,6.71,3.61,3.74
JoJo Romero,St. Louis Cardinals,0,61.0,2.07,0.2157,0.1137,6.93,3.28,3.28
Brad Keller,Chicago Cubs,1,69.7,2.07,0.2717,0.0797,5.81,2.93,2.93
Joey Gerber,Tampa Bay Rays,0,4.3,2.08,0.2667,0.0,8.61,4.29,4.25
Adrian Morejon,San Diego Padres,0,73.7,2.08,0.2448,0.0594,5.99,2.28,2.28
Manuel Rodríguez,Tampa Bay Rays,0,30.3,2.08,0.2066,0.0496,8.25,3.04,3.64
Aaron Ashby,Milwaukee Brewers,1,66.7,2.16,0.2815,0.0889,7.29,2.7,2.7
Anthony Bender,Miami Marlins,0,50.0,2.16,0.2059,0.1029,6.27,3.62,3.72
Chris Devenski,New York Mets,1,16.7,2.16,0.2154,0.0769,7.86,3.5,4.04
Drew Pomeranz,Chicago Cubs,4,49.7,2.17,0.2808,0.0739,7.22,3.36,3.51
Dennis Santana,Pittsburgh Pirates,0,70.3,2.18,0.2222,0.063,5.63,3.21,3.21
Tyler Mahle,Texas Rangers,16,86.7,2.18,0.1908,0.0838,7.17,3.37,3.37
Nick Sandlin,Toronto Blue Jays,0,16.3,2.2,0.2319,0.1159,8.05,4.6,4.35
Tarik Skubal,Detroit Tigers,31,195.3,2.21,0.3222,0.0441,6.5,2.45,2.45
Ronny Henriquez,Miami Marlins,0,73.0,2.22,0.3234,0.0891,6.53,3.15,3.15
Tom Cosgrove,Chicago Cubs,0,4.0,2.25,0.1875,0.0625,8.66,2.39,4.13
J.P. France,Houston Astros,0,4.0,2.25,0.3125,0.125,8.51,2.14,4.11
Craig Kimbrel,Houston Astros,0,12.0,2.25,0.3469,0.1429,8.54,4.22,4.24
Garrett Whitlock,Boston Red Sox,0,72.0,2.25,0.3106,0.0819,6.75,2.18,2.18
Bryan Abreu,Houston Astros,0,71.0,2.28,0.3547,0.1047,6.46,2.39,2.39
David Bednar,New York Yankees,0,62.7,2.3,0.3426,0.0757,6.61,2.18,2.18
Danny Coulombe,Texas Rangers,1,43.0,2.3,0.2443,0.1023,7.29,3.3,3.57
Shawn Armstrong,Texas Rangers,2,74.0,2.31,0.2606,0.0704,4.86,3.07,3.07
Andrew Alvarez,Washington Nationals,5,23.3,2.31,0.2041,0.102,7.78,3.39,3.92
Brady Basso,Athletics,1,11.7,2.31,0.1429,0.1607,8.89,4.08,4.22
Albert Suárez,Baltimore Orioles,1,11.7,2.31,0.2273,0.0455,8.44,2.19,3.85
Connelly Early,Boston Red Sox,4,19.3,2.33,0.3671,0.0506,8.51,1.5,3.36
Garrett Cleavinger,Tampa Bay Rays,0,61.3,2.35,0.3374,0.0741,5.87,3.59,3.59
Will Klein,Los Angeles Dodgers,0,15.3,2.35,0.3,0.1429,8.65,2.74,3.87
Joe Rock,Tampa Bay Rays,0,7.7,2.35,0.3143,0.0571,8.73,3.53,4.16
Blake Snell,Los Angeles Dodgers,11,61.3,2.35,0.2835,0.1024,7.48,2.7,2.7
Edgardo Henriquez,Los Angeles Dodgers,0,19.0,2.37,0.2308,0.0641,8.56,3.4,3.98
Hunter Bigge,Tampa Bay Rays,0,15.0,2.4,0.2,0.0833,8.25,6.2,4.74
Andrew Chafin,Los Angeles Angels,0,33.7,2.41,0.2517,0.1329,8.21,3.46,3.81
Joel Peguero,San Francisco Giants,0,22.3,2.42,0.1977,0.093,7.77,3.85,4.1
Hunter Brown,Houston Astros,31,185.3,2.43,0.2826,0.0782,6.46,3.14,3.14
Brant Hurter,Detroit Tigers,4,63.0,2.43,0.2455,0.0975,8.14,3.61,3.61
Tony Santillan,Cincinnati Reds,0,73.7,2.44,0.2492,0.0963,6.48,3.72,3.72
Carlos Estévez,Kansas City Royals,0,66.0,2.45,0.2007,0.0818,6.55,3.67,3.67
Michael Kopech,Los Angeles Dodgers,0,11.0,2.45,0.2264,0.2453,8.09,4.5,4.3
Isaac Mattson,Pittsburgh Pirates,0,47.7,2.45,0.2273,0.096,7.06,3.66,3.78
Brooks Raley,New York Mets,0,25.7,2.45,0.2525,0.0606,7.14,2.12,3.34
Erasmo Ramírez,Minnesota Twins,0,11.0,2.45,0.119,0.0476,8.69,5.14,4.41
Alan Rangel,Philadelphia Phillies,0,11.0,2.45,0.1739,0.1304,8.69,4.5,4.3
Jake Rogers,Detroit Tigers,0,3.7,2.45,0.0,0.0,9.01,3.95,4.23
Freddy Tarnok,Miami Marlins,0,7.3,2.45,0.3571,0.1429,7.87,4.23,4.25
Rob Zastryzny,Milwaukee Brewers,1,22.0,2.45,0.2151,0.1075,7.97,4.59,4.37
Matt Brash,Seattle Mariners,0,47.3,2.47,0.2915,0.0905,8.01,3.05,3.3
Dan Altavilla,Chicago White Sox,0,29.0,2.48,0.175,0.125,7.4,5.45,4.83
Jimmy Herget,Colorado Rockies,0,83.3,2.48,0.2334,0.0749,7.78,3.32,3.32
Yoshinobu Yamamoto,Los Angeles Dodgers,30,173.7,2.49,0.2939,0.0863,5.86,2.94,2.94
Trevor Megill,Milwaukee Brewers,0,47.0,2.49,0.3125,0.0885,7.31,2.5,2.88
Cristopher Sánchez,Philadelphia Phillies,32,202.0,2.5,0.2627,0.0545,7.62,2.55,2.55
Mike Vasil,Chicago White Sox,3,101.0,2.5,0.1939,0.1229,6.59,4.32,4.32
Eduard Bazardo,Seattle Mariners,0,78.7,2.52,0.262,0.0863,6.06,3.64,3.64
Kyle Bradish,Baltimore Orioles,6,32.0,2.53,0.373,0.0794,7.56,2.45,3.29
Kris Bubic,Kansas City Royals,20,116.3,2.55,0.2437,0.0819,7.58,2.89,2.89
Logan Gillaspie,San Diego Padres,0,7.0,2.57,0.129,0.129,8.82,5.99,4.45
Chris Sale,Atlanta Braves,20,125.7,2.58,0.3235,0.0627,7.31,2.67,2.67
Garrett Crochet,Boston Red Sox,32,205.3,2.59,0.3133,0.0565,7.23,2.89,2.89
Kenley Jansen,Los Angeles Angels,0,59.0,2.59,0.2436,0.0812,5.7,3.98,3.99
Félix Bautista,Baltimore Orioles,0,34.7,2.6,0.3521,0.162,6.12,3.37,3.74
Gabe Speier,Seattle Mariners,0,62.0,2.61,0.3374,0.0453,6.24,2.31,2.31
Mason Miller,San Diego Padres,0,61.7,2.63,0.4444,0.1197,4.09,2.23,2.23
Brock Stewart,Los Angeles Dodgers,0,37.7,2.63,0.2767,0.0818,8.08,3.19,3.58
Kolby Allard,Cleveland Guardians,2,65.0,2.63,0.1579,0.0526,8.86,3.54,3.54
Cade Gibson,Miami Marlins,1,54.7,2.63,0.187,0.0913,7.38,3.76,3.8
Caleb Thielbar,Chicago Cubs,0,58.0,2.64,0.2545,0.0591,5.99,3.0,3.04
Lucas Erceg,Kansas City Royals,0,61.3,2.64,0.1928,0.0723,7.92,3.49,3.49
Wikelman González,Chicago White Sox,0,20.3,2.66,0.2874,0.1379,7.77,3.09,3.86
Corbin Burnes,Arizona Diamondbacks,11,64.3,2.66,0.2377,0.0981,6.85,3.94,3.94
David Morgan,San Diego Padres,2,47.3,2.66,0.2591,0.1192,7.11,3.71,3.82
Cade Horton,Chicago Cubs,22,118.0,2.67,0.2038,0.0693,7.25,3.58,3.58
Braydon Fisher,Toronto Blue Jays,1,50.0,2.7,0.3069,0.0941,6.27,3.02,3.22
Freddy Peralta,Milwaukee Brewers,33,176.7,2.7,0.2822,0.0913,6.32,3.64,3.64
Robert Stephenson,Los Angeles Angels,0,10.0,2.7,0.2381,0.0714,8.38,3.64,4.15
Zack Wheeler,Philadelphia Phillies,24,149.7,2.71,0.3333,0.0564,6.43,3.0,3.0
Braxton Ashcraft,Pittsburgh Pirates,8,69.7,2.71,0.2432,0.0822,8.14,2.78,2.78
Parker Messick,Cleveland Guardians,7,39.7,2.72,0.2303,0.0364,9.88,2.98,3.41
Sean Newcomb,Athletics,5,92.3,2.73,0.2327,0.0793,9.16,3.04,3.04
Pablo López,Minnesota Twins,14,75.7,2.74,0.234,0.0641,7.61,3.19,3.19
Shelby Miller,Milwaukee Brewers,0,46.0,2.74,0.2903,0.0806,7.0,3.44,3.63
Matt Strahm,Philadelphia Phillies,0,62.3,2.74,0.2734,0.0781,6.79,2.99,2.99
Hunter Greene,Cincinnati Reds,19,107.7,2.76,0.3143,0.0619,6.27,3.27,3.27
Troy Melton,Detroit Tigers,4,45.7,2.76,0.2,0.0833,6.75,4.6,4.52
Drew Rasmussen,Tampa Bay Rays,31,150.0,2.76,0.2171,0.0632,6.96,3.84,3.84
Kevin Herget,New York Mets,0,13.0,2.77,0.1071,0.0893,8.69,3.37,4.06
Bryan King,Houston Astros,0,68.0,2.78,0.2509,0.04,7.94,3.68,3.68
Tyler Phillips,Miami Marlins,1,77.7,2.78,0.1661,0.0767,7.53,4.14,4.14
Phil Maton,Texas Rangers,0,61.3,2.79,0.3266,0.0927,6.16,2.6,2.6
Greg Weissert,Boston Red Sox,0,67.0,2.82,0.205,0.0755,7.66,3.67,3.67
Emmet Sheehan,Los Angeles Dodgers,12,73.3,2.82,0.3058,0.0756,6.01,2.93,2.93
Pete Fairbanks,Tampa Bay Rays,0,60.3,2.83,0.2418,0.0738,6.71,3.63,3.63
Jacob Latz,Texas Rangers,8,85.7,2.84,0.2184,0.1063,7.25,3.72,3.72
Bennett Sousa,Houston Astros,0,50.7,2.84,0.2965,0.0754,6.92,2.72,2.96
Max Fried,New York Yankees,32,195.3,2.86,0.236,0.0637,7.56,3.07,3.07
Jared Koenig,Milwaukee Brewers,0,66.0,2.86,0.2537,0.0746,7.77,3.35,3.35
Andrew Abbott,Cincinnati Reds,29,166.3,2.87,0.2178,0.0629,8.01,3.66,3.66
Shohei Ohtani,Los Angeles Dodgers,14,47.0,2.87,0.3298,0.0479,7.91,1.9,2.41
Nick Pivetta,San Diego Padres,31,181.7,2.87,0.2635,0.0693,6.39,3.49,3.49
Hurston Waldrep,Atlanta Braves,9,56.3,2.88,0.2402,0.0961,7.29,3.21,3.27
Connor Phillips,Cincinnati Reds,0,25.0,2.88,0.3265,0.1224,6.78,3.82,4.07
Emilio Pagán,Cincinnati Reds,0,68.7,2.88,0.3,0.0815,5.37,3.72,3.72
Daniel Palencia,Chicago Cubs,0,52.7,2.91,0.2837,0.0744,7.68,3.08,3.22
Tyler Wells,Baltimore Orioles,4,21.7,2.91,0.2195,0.0244,8.17,4.15,4.21
Cade Smith,Cleveland Guardians,0,73.7,2.93,0.3467,0.0633,6.72,1.95,1.95
Bryan Woo,Seattle Mariners,30,186.7,2.94,0.2709,0.0492,6.61,3.47,3.47
Jack Dreyer,Los Angeles Dodgers,5,76.3,2.95,0.241,0.0782,6.6,2.82,2.82
Robert Garcia,Texas Rangers,0,64.0,2.95,0.2528,0.0818,8.16,3.71,3.71
Cam Schlittler,New York Yankees,14,73.0,2.96,0.2763,0.102,7.15,3.74,3.74
Jakob Junis,Cleveland Guardians,0,66.7,2.97,0.2007,0.0657,8.64,3.45,3.45
Jacob deGrom,Texas Rangers,30,172.7,2.97,0.2765,0.0553,6.36,3.64,3.64
Robert Suarez,San Diego Padres,0,69.7,2.97,0.2788,0.0595,6.07,2.88,2.88
Louis Varland,Toronto Blue Jays,1,72.7,2.97,0.2534,0.0743,8.05,3.14,3.14
Chris Martin,Texas Rangers,0,42.3,2.98,0.2471,0.046,9.04,3.58,3.78
Noah Cameron,Kansas City Royals,24,138.3,2.99,0.205,0.0773,7.09,4.18,4.18
Ty Adcock,New York Mets,0,3.0,3.0,0.3571,0.1429,8.66,6.14,4.34
Brenan Hanifee,Detroit Tigers,0,60.0,3.0,0.1538,0.0538,9.75,3.25,3.25
Drey Jameson,Arizona Diamondbacks,0,3.0,3.0,0.0,0.2308,8.96,6.14,4.34
Korey Lee,Chicago White Sox,0,3.0,3.0,0.0,0.1429,8.96,5.14,4.29
Tyler Owens,Detroit Tigers,0,3.0,3.0,0.0667,0.2,8.81,5.47,4.31
Jacob Webb,Texas Rangers,0,66.0,3.0,0.2172,0.0712,6.68,4.3,4.3
Luke Williams,Atlanta Braves,0,6.0,3.0,0.16,0.04,8.82,4.47,4.27
Randy Wynne,Cincinnati Reds,0,3.0,3.0,0.2308,0.0769,8.81,6.47,4.36
Steven Okert,Houston Astros,1,71.7,3.01,0.3043,0.0688,5.65,2.76,2.76
Will Vest,Detroit Tigers,0,68.7,3.01,0.2641,0.0775,8.0,2.71,2.71
Alex Vesia,Los Angeles Dodgers,0,59.7,3.02,0.3376,0.0928,5.6,3.77,3.77
Kodai Senga,New York Mets,22,113.3,3.02,0.2261,0.1141,7.46,4.12,4.12
Victor Vodnik,Colorado Rockies,0,50.7,3.02,0.2279,0.1209,8.12,3.77,3.84
Eric Orze,Tampa Bay Rays,0,41.7,3.02,0.2247,0.1067,8.39,4.05,4.11
Brendon Little,Toronto Blue Jays,0,68.3,3.03,0.3085,0.1525,6.32,2.92,2.92
Pierce Johnson,Atlanta Braves,0,59.0,3.05,0.2479,0.0798,7.95,3.92,3.92
Steven Matz,Boston Red Sox,2,76.7,3.05,0.1909,0.0356,8.57,3.46,3.46
Daniel Lynch IV,Kansas City Royals,2,67.7,3.06,0.1557,0.09,8.78,4.76,4.76
Gavin Williams,Cleveland Guardians,31,167.7,3.06,0.2457,0.1179,6.98,4.39,4.39
Kyle Leahy,St. Louis Cardinals,1,88.0,3.07,0.2204,0.0771,8.18,3.04,3.04
Tanner Banks,Philadelphia Phillies,1,67.3,3.07,0.2285,0.0449,7.49,3.64,3.64
Yariel Rodríguez,Toronto Blue Jays,1,73.0,3.08,0.2215,0.1141,6.16,4.4,4.4
Carlos Rodón,New York Yankees,33,195.3,3.09,0.2573,0.0925,6.08,3.78,3.78
Tim Hill,New York Yankees,0,67.0,3.09,0.1375,0.0595,7.79,4.3,4.3
Spencer Schwellenbach,Atlanta Braves,17,110.7,3.09,0.2488,0.0415,7.24,3.25,3.25
Chris Flexen,Chicago Cubs,1,43.7,3.09,0.1236,0.0674,8.1,5.04,4.82
Hunter Gaddis,Cleveland Guardians,0,66.7,3.11,0.2664,0.0766,7.83,3.5,3.5
Chris Murphy,Boston Red Sox,0,34.7,3.12,0.2027,0.1351,6.87,5.07,4.72
Brent Headrick,New York Yankees,0,23.0,3.13,0.3261,0.0761,7.98,3.83,4.09
Brennan Bernardino,Boston Red Sox,3,51.7,3.14,0.192,0.1161,7.07,3.41,3.52
Wandy Peralta,San Diego Padres,1,71.7,3.14,0.2013,0.0958,8.29,3.62,3.62
Luis Morales,Athletics,9,48.7,3.14,0.2161,0.0905,7.36,4.68,4.6
Rico Garcia,Baltimore Orioles,1,34.3,3.15,0.2676,0.0704,8.41,3.69,3.93
Reese Olson,Detroit Tigers,13,68.7,3.15,0.2281,0.0877,7.6,3.5,3.5
Seranthony Domínguez,Toronto Blue Jays,0,62.7,3.16,0.3027,0.1379,6.32,3.47,3.47
Robert Gasser,Milwaukee Brewers,2,5.7,3.18,0.1724,0.1379,8.72,6.84,4.49
Michael Kelly,Athletics,0,39.7,3.18,0.1747,0.1145,7.78,4.82,4.63
Eric Lauer,Toronto Blue Jays,15,104.7,3.18,0.2394,0.061,7.74,3.85,3.85
Anthony Banda,Los Angeles Dodgers,1,65.0,3.18,0.2276,0.1269,6.23,4.52,4.52
Justin Sterner,Athletics,1,65.0,3.18,0.2632,0.0789,6.51,4.27,4.27
Tyler Glasnow,Los Angeles Dodgers,18,90.3,3.19,0.2896,0.1175,5.58,3.76,3.76
Elvis Alvarado,Athletics,0,42.3,3.19,0.2732,0.1202,7.69,4.32,4.3
Matt Gage,San Francisco Giants,2,31.0,3.19,0.1971,0.0876,9.5,2.75,3.47
Hogan Harris,Athletics,0,64.7,3.2,0.2347,0.1191,7.52,3.71,3.71
Brandon Woodruff,Milwaukee Brewers,12,64.7,3.2,0.323,0.0545,6.26,3.17,3.17
Ranger Suarez,Philadelphia Phillies,26,157.3,3.2,0.232,0.0584,8.81,3.21,3.21
Matthew Boyd,Chicago Cubs,31,179.7,3.21,0.2145,0.0585,7.71,3.65,3.65
Raisel Iglesias,Atlanta Braves,0,67.3,3.21,0.2744,0.0602,6.82,3.31,3.31
Joey Cantillo,Cleveland Guardians,13,95.3,3.21,0.2693,0.1047,7.36,3.55,3.55
Colin Selby,Baltimore Orioles,0,14.0,3.21,0.2333,0.0333,9.15,3.42,4.06
Trey Yesavage,Toronto Blue Jays,3,14.0,3.21,0.2581,0.1129,8.7,2.35,3.81
Logan Webb,San Francisco Giants,34,207.0,3.22,0.2617,0.0537,9.13,2.6,2.6
Ben Lively,Cleveland Guardians,9,44.7,3.22,0.1629,0.0843,7.95,4.59,4.5
Grant Anderson,Milwaukee Brewers,0,69.7,3.23,0.2475,0.097,7.62,3.84,3.84
Emmanuel Clase,Cleveland Guardians,0,47.3,3.23,0.2338,0.0597,8.76,2.71,3.04
Dauri Moreta,Pittsburgh Pirates,0,16.7,3.24,0.2794,0.1029,8.76,3.68,4.09
Taylor Clarke,Kansas City Royals,0,55.3,3.25,0.2136,0.0437,6.38,3.97,3.99
Hunter Strickland,Los Angeles Angels,0,22.0,3.27,0.1538,0.1099,8.12,4.41,4.31
Yerry De los Santos,New York Yankees,0,35.7,3.28,0.175,0.1062,9.12,3.44,3.77
Calvin Faucher,Miami Marlins,0,60.3,3.28,0.2314,0.0941,7.91,4.25,4.25
Dylan Lee,Atlanta Braves,0,68.3,3.29,0.2857,0.0526,6.98,4.0,4.0
Orion Kerkering,Philadelphia Phillies,0,60.0,3.3,0.2444,0.1015,8.25,3.82,3.82
Adrian Houser,Tampa Bay Rays,21,125.0,3.31,0.1776,0.0734,8.78,3.81,3.81
Luis Gil,New York Yankees,11,57.0,3.32,0.168,0.1352,7.49,4.63,4.61
Quinn Priester,Milwaukee Brewers,24,157.3,3.32,0.2021,0.0766,8.29,4.01,4.01
Clarke Schmidt,New York Yankees,14,78.7,3.32,0.231,0.0949,6.41,3.95,3.95
Nick Lodolo,Cincinnati Reds,28,156.7,3.33,0.243,0.0483,7.93,3.81,3.81
Brayan Bello,Boston Red Sox,28,166.7,3.35,0.1771,0.0843,7.94,4.19,4.19
Justin Wilson,Boston Red Sox,0,48.3,3.35,0.2754,0.0966,8.91,2.95,3.2
Brandon Walter,Houston Astros,9,53.7,3.35,0.2453,0.0189,7.83,4.01,4.04
Clayton Kershaw,Los Angeles Dodgers,22,112.7,3.36,0.1814,0.0756,8.15,3.55,3.55
Brock Burke,Los Angeles Angels,1,61.7,3.36,0.2023,0.07,8.46,4.16,4.16
Hayden Harris,Atlanta Braves,0,2.7,3.38,0.0,0.1667,8.86,5.39,4.3
Jaden Hill,Colorado Rockies,0,29.3,3.38,0.2403,0.093,8.55,3.44,3.86
Bryan Hoeing,San Diego Padres,0,8.0,3.38,0.1389,0.0833,8.98,3.01,4.08
Luke Little,Chicago Cubs,0,2.7,3.38,0.2667,0.4,8.56,6.89,4.37
A.J. Puk,Arizona Diamondbacks,0,8.0,3.38,0.3429,0.0571,8.83,4.51,4.28
Taylor Rogers,Chicago Cubs,0,50.7,3.38,0.2398,0.1041,8.42,4.38,4.36
Ryne Nelson,Arizona Diamondbacks,23,154.0,3.39,0.2132,0.0662,7.25,3.73,3.73
